"","Protein.Group","Protein.ID","Accession","X.10lgP","Coverage....","Coverage.....Sample.1","Coverage.....Sample.2","Coverage.....Sample.3","Coverage.....Sample.4","Coverage.....Sample.5","Coverage.....Sample.6","Coverage.....Sample.7","Coverage.....Sample.8","Coverage.....Sample.9","Coverage.....Sample.10","Coverage.....Sample.11","Coverage.....Sample.12","Coverage.....Sample.13","Coverage.....Sample.14","Coverage.....Sample.15","Coverage.....Sample.16","Coverage.....Sample.17","Coverage.....Sample.18","Coverage.....Sample.19","Coverage.....Sample.20","Coverage.....Sample.21","Coverage.....Sample.22","Coverage.....Sample.23","Coverage.....Sample.24","Coverage.....Sample.25","Coverage.....Sample.26","Coverage.....Sample.27","Coverage.....Sample.28","Coverage.....Sample.29","Coverage.....Sample.30","Coverage.....Sample.31","Coverage.....Sample.32","Coverage.....Sample.33","BT_1","BT_2","BT_3","BT_4","BT_5","BT_6","BT_7","BT_8","BT_9","BT_10","BT_11","BT_12","BT_13","BT_14","CJK_1","CJK_2","CJK_3","CJK_4","CJK_5","CJK_6","CJK_7","CJK_8","CJK_9","CJK_10","CJK_11","CJK_12","CJK_13","CJK_14","CJK_16","CJK_17","CJK_18","CJK_19","CJK_20","X.Peptides","X.Unique","X.Spec.Sample.1","X.Spec.Sample.2","X.Spec.Sample.3","X.Spec.Sample.4","X.Spec.Sample.5","X.Spec.Sample.6","X.Spec.Sample.7","X.Spec.Sample.8","X.Spec.Sample.9","X.Spec.Sample.10","X.Spec.Sample.11","X.Spec.Sample.12","X.Spec.Sample.13","X.Spec.Sample.14","X.Spec.Sample.15","X.Spec.Sample.16","X.Spec.Sample.17","X.Spec.Sample.18","X.Spec.Sample.19","X.Spec.Sample.20","X.Spec.Sample.21","X.Spec.Sample.22","X.Spec.Sample.23","X.Spec.Sample.24","X.Spec.Sample.25","X.Spec.Sample.26","X.Spec.Sample.27","X.Spec.Sample.28","X.Spec.Sample.29","X.Spec.Sample.30","X.Spec.Sample.31","X.Spec.Sample.32","X.Spec.Sample.33","PTM","Avg..Mass","Description...",Gene_id
"1",10,181,"Q09666|AHNK_HUMAN",585.27,73,56,52,56,50,55,56,56,54,52,48,52,50,58,53,43,24,49,41,48,36,51,36,49,43,51,37,36,40,32,42,42,32,45,3208900000,2374900000,2880800000,1909900000,3236700000,3255400000,3441100000,2.948e+09,2548700000,1770600000,2411100000,2.038e+09,3105200000,2409800000,2296400000,201810000,5520600000,1276900000,3526700000,1.872e+09,5389500000,1.107e+09,5.859e+09,3463400000,7258500000,1182700000,2700500000,2351600000,1754100000,1.479e+09,1692100000,595420000,1666300000,475,475,628,506,478,405,590,506,572,538,488,399,432,459,606,522,333,161,455,301,444,297,503,329,489,418,516,272,370,266,226,330,302,231,334,"Carboxymethyl; Deamidation (NQ); Acetylation (Protein N-term); Oxidation (M)",629114,"Neuroblast differentiation-associated protein AHNAK OS=Homo sapiens OX=9606 GN=AHNAK PE=1 SV=2",AHNAK
"616",656,461,"P07686|HEXB_HUMAN",250.07,40,10,4,17,12,15,19,6,10,10,7,6,10,11,12,15,15,15,7,15,16,13,7,28,24,16,19,21,26,24,24,28,7,17,123910000,126020000,20816000,6353600,13213000,21573000,6824600,9156000,9272300,5781100,10108000,7715600,8927800,7258500,18693000,12186000,48867000,11020000,19393000,31692000,26786000,32244000,135540000,134640000,60295000,21518000,90255000,69298000,94919000,30362000,81155000,14551000,29694000,20,19,4,1,6,4,7,8,3,4,5,3,3,4,4,5,10,12,12,7,10,13,11,8,23,23,13,10,17,16,19,16,20,8,15,"Carboxymethyl; Deamidation (NQ); Oxidation (M)",63111,"Beta-hexosaminidase subunit beta OS=Homo sapiens OX=9606 GN=HEXB PE=1 SV=3;",HEXB
"617",427,835,"P18124|RL7_HUMAN",249.97,58,50,33,43,50,52,42,40,40,32,39,39,39,50,33,37,47,33,47,41,36,33,35,48,36,41,40,37,40,52,39,44,40,40,78607000,41793000,118160000,80756000,87842000,81610000,64566000,90894000,38924000,35019000,46605000,39538000,70287000,60102000,150760000,29935000,293960000,69654000,277340000,135100000,237530000,48785000,359150000,229370000,424380000,70176000,252860000,225370000,273860000,154970000,180880000,100130000,156810000,23,23,22,13,24,22,24,18,17,19,15,13,16,15,24,16,18,26,24,22,27,23,27,19,30,26,24,18,28,18,26,20,21,24,20,"Carboxymethyl; Deamidation (NQ); Oxidation (M)",29226,"60S ribosomal protein L7 OS=Homo sapiens OX=9606 GN=RPL7 PE=1 SV=1;",RPL7
"618",567,721,"P60891|PRPS1_HUMAN",249.95,76,42,14,54,14,55,32,45,27,45,32,54,32,57,36,23,14,25,13,20,36,31,12,33,30,30,17,21,28,28,40,19,31,25,7656600,NA,22238000,NA,11644000,1816100,13066000,3824200,13702000,1585400,15463000,760870,13231000,1495700,8826100,NA,12256000,674300,9368100,3329300,12372000,NA,24233000,3036000,8875000,NA,7669700,1650400,3000500,2219000,4622800,6730800,1030700,24,13,19,4,26,8,24,8,21,12,22,14,23,9,23,8,12,5,14,4,15,13,22,5,20,8,19,5,19,7,10,16,5,12,5,"Carboxymethyl; Deamidation (NQ); Acetylation (Protein N-term)",34834,"Ribose-phosphate pyrophosphokinase 1 OS=Homo sapiens OX=9606 GN=PRPS1 PE=1 SV=2;",PRPS1
"619",931,508,"P18084|ITB5_HUMAN",249.72,42,12,15,8,16,11,16,17,28,7,20,3,19,22,20,3,2,8,14,1,22,2,2,1,18,3,4,0,10,11,10,19,4,16,3270000,15140000,12386000,14978000,4471200,15677000,19225000,25447000,4039400,15987000,1940400,23941000,14360000,52978000,11366000,3946200,7714100,13704000,12295000,37498000,30490000,0,31515000,36325000,668240,3572300,NA,23824000,14082000,51315000,31436000,5344500,20254000,26,26,5,11,4,10,7,10,7,16,5,11,2,14,14,16,2,2,3,8,1,13,2,1,1,9,1,3,0,8,8,5,11,3,8,"Carboxymethyl; Deamidation (NQ)",88054,"Integrin beta-5 OS=Homo sapiens OX=9606 GN=ITGB5 PE=1 SV=1;;",ITGB5
"620",890,1107,"P20618|PSB1_HUMAN",249.56,88,27,20,27,22,29,27,37,18,27,21,27,18,24,30,39,20,40,27,39,37,18,12,41,27,35,20,24,44,28,29,43,39,33,7111600,9905400,11340000,7545400,11945000,12790000,12371000,5298400,6586600,2403000,13102000,3540100,7224900,13949000,26624000,5413000,62341000,26898000,27671000,66055000,18488000,5980100,407350000,53360000,43549000,13014000,21619000,108690000,47869000,22607000,66098000,18356000,18675000,19,19,6,3,6,6,6,8,9,4,6,3,8,4,3,6,9,4,11,7,8,14,4,4,13,10,9,6,4,13,7,7,16,9,10,"Carboxymethyl; Deamidation (NQ); Oxidation (M)",26489,"Proteasome subunit beta type-1 OS=Homo sapiens OX=9606 GN=PSMB1 PE=1 SV=2;",PSMB1
"621",857,510,"P60228|EIF3E_HUMAN",249.3,55,14,0,31,24,25,25,23,7,15,13,25,7,7,14,17,11,17,11,6,18,17,3,25,18,15,24,16,19,18,21,22,15,16,9692100,NA,20204000,6453400,11867000,6603000,7468200,3716500,7257700,2391900,12118000,1308600,2705200,2481200,18602000,8316800,32281000,20941000,4504000,76160000,16153000,1004800,38937000,36767000,28213000,32144000,23785000,39622000,27548000,22915000,40364000,20624000,19580000,20,20,6,0,14,9,11,9,7,3,8,4,13,4,6,4,11,9,15,10,4,9,11,2,12,11,6,11,11,9,14,12,14,11,9,"Carboxymethyl; Deamidation (NQ); Acetylation (Protein N-term)",52221,"Eukaryotic translation initiation factor 3 subunit E OS=Homo sapiens OX=9606 GN=EIF3E PE=1 SV=1;",EIF3E
"622",632,1169,"P22061|PIMT_HUMAN",249.18,66,35,38,43,41,36,36,36,41,46,38,41,41,41,46,31,33,62,59,31,57,33,32,54,58,59,54,30,50,62,54,55,42,49,48078000,42005000,81812000,54935000,57128000,49348000,61334000,48331000,54560000,47766000,74883000,38632000,48250000,47110000,22529000,6591100,50963000,29658000,23724000,59264000,40157000,15283000,145080000,97923000,100350000,34623000,18192000,46525000,72501000,44539000,49976000,23608000,43666000,14,14,8,8,12,10,9,10,12,8,13,9,13,10,11,11,5,5,14,13,5,13,10,12,16,20,13,13,4,10,17,12,12,8,8,"Deamidation (NQ); Acetylation (Protein N-term)",24636,"Protein-L-isoaspartate(D-aspartate) O-methyltransferase OS=Homo sapiens OX=9606 GN=PCMT1 PE=1 SV=4;;",PCMT1
"623",722,593,"O43237|DC1L2_HUMAN",248.9,67,32,23,45,30,35,30,26,38,34,23,30,19,32,34,16,16,36,24,15,21,23,10,33,32,16,10,12,25,18,16,19,10,17,27767000,17343000,30320000,13426000,27341000,16349000,18728000,16708000,14550000,11175000,29112000,6655400,23732000,15450000,30386000,4677000,89267000,10825000,31218000,14982000,45724000,3166900,22575000,40658000,33402000,4500400,7210700,42818000,22728000,16142000,12384000,7045600,10605000,24,24,18,15,25,12,19,9,13,13,13,13,12,10,16,10,8,4,11,5,6,5,6,5,11,7,10,3,3,11,7,5,7,3,6,"Carboxymethyl; Deamidation (NQ); Oxidation (M)",54099,"Cytoplasmic dynein 1 light intermediate chain 2 OS=Homo sapiens OX=9606 GN=DYNC1LI2 PE=1 SV=1;",DYNC1LI2
"624",873,333,"Q02218|ODO1_HUMAN",248.89,44,11,13,7,16,2,9,12,15,11,12,9,13,5,15,13,5,15,14,4,19,10,13,15,11,9,23,2,14,13,6,16,5,21,5570100,15977000,6227700,28591000,545600,13012000,6075200,12152000,6173400,7331800,6715100,9753400,4809200,19171000,58139000,1300500,75788000,19820000,4671100,68816000,33798000,24490000,52798000,38821000,29580000,53954000,23895000,50593000,26756000,5407700,47478000,4322900,40175000,37,37,8,10,7,17,2,9,9,9,11,7,7,9,6,16,10,4,16,16,3,20,8,16,15,10,7,21,4,16,13,4,17,5,23,"Carboxymethyl; Deamidation (NQ); Acetylation (Protein N-term)",115935,"2-oxoglutarate dehydrogenase  mitochondrial OS=Homo sapiens OX=9606 GN=OGDH PE=1 SV=3;",OGDH
"625",1118,714,"P49902|5NTC_HUMAN",248.8,42,6,8,10,12,3,7,7,3,7,3,5,6,3,2,13,14,26,14,8,24,5,5,11,11,18,20,10,7,14,5,2,9,16,2566100,2487500,5749100,4233900,1686400,2382000,2752200,1506100,2658800,1851900,3492500,2158900,1139200,50834000,32406000,4462500,63774000,20299000,5914800,43360000,16380000,993700,21793000,23660000,39841000,29113000,13187000,2970700,18933000,9156000,923310,11214000,6197400,15,15,2,2,4,3,1,2,2,1,2,1,2,2,1,1,9,7,14,10,5,11,5,3,6,3,7,11,4,4,7,2,1,5,6,"Carboxymethyl; Deamidation (NQ); Oxidation (M)",64970,'"Cytosolic purine 5''-nucleotidase OS=Homo sapiens OX=9606 GN=NT5C2 PE=1 SV=1;"',NT5C2
"626",1238,530,"P23219|PGH1_HUMAN",248.68,48,0,3,0,23,3,14,0,20,2,11,2,7,5,12,0,6,0,14,0,4,0,7,0,14,0,7,0,36,29,3,11,0,7,NA,2157700,NA,57936000,92364,26357000,NA,158850000,531680,21999000,0,2108700,0,11588000,NA,589120,NA,12212000,NA,5385000,NA,6935700,NA,17053000,NA,11004000,NA,110670000,60819000,6429600,13960000,NA,1708200,19,19,0,2,0,21,1,11,0,11,1,8,1,3,2,6,0,2,0,8,0,3,0,4,0,7,0,3,0,17,19,1,4,0,2,"Carboxymethyl; Deamidation (NQ); Oxidation (M)",68686,"Prostaglandin G/H synthase 1 OS=Homo sapiens OX=9606 GN=PTGS1 PE=1 SV=2;",PTGS1
"627",596,876,"P51911|CNN1_HUMAN",248.42,77,50,37,60,58,48,33,40,40,23,65,52,50,47,44,4,6,6,10,3,28,20,3,36,36,23,32,13,36,32,20,35,48,47,38249000,9017100,123680000,97495000,36495000,6904900,41664000,51871000,26965000,77602000,85792000,38870000,73013000,112590000,591090,888420,4857600,5400100,1135600,12003000,39623000,1366600,37486000,68305000,33480000,12612000,12142000,33056000,55817000,13300000,72057000,52319000,80234000,24,24,14,8,29,22,18,7,17,16,10,23,22,13,20,24,1,1,3,2,1,9,5,1,12,12,11,6,6,9,13,7,12,14,16,"Carboxymethyl; Deamidation (NQ); Acetylation (Protein N-term); Oxidation (M)",33170,"Calponin-1 OS=Homo sapiens OX=9606 GN=CNN1 PE=1 SV=2",CNN1
"628",955,400,"Q13283|G3BP1_HUMAN",248.13,63,32,7,29,23,24,31,20,26,16,18,28,17,25,29,9,8,28,12,11,23,12,5,32,4,27,13,12,21,13,18,18,18,25,18300000,4346700,29687000,12579000,19776000,21071000,9979800,13076000,11487000,7251500,19910000,5529000,16475000,13031000,14273000,7094600,28003000,3540300,13021000,47637000,6935800,2043500,28604000,967420,20126000,4610200,2187900,25480000,28686000,8926300,19532000,7588000,10261000,23,20,12,2,12,6,7,13,6,7,5,4,6,4,7,11,6,6,12,7,5,16,5,2,12,1,11,7,5,9,9,9,7,10,8,"Deamidation (NQ); Acetylation (Protein N-term); Oxidation (M)",52164,"Ras GTPase-activating protein-binding protein 1 OS=Homo sapiens OX=9606 GN=G3BP1 PE=1 SV=1;",G3BP1
"629",953,356,"O60716|CTND1_HUMAN",247.99,50,17,8,14,12,10,11,10,14,8,12,7,11,10,11,10,2,13,4,12,5,8,4,9,7,15,6,5,4,11,5,6,7,12,12322000,3341900,21898000,15008000,19954000,14481000,8077700,11383000,6546200,9104100,4274000,5540600,7744100,25737000,17694000,1440500,25267000,7143900,15918000,13262000,13427000,3788500,12685000,12748000,27800000,3484800,12680000,9273600,19577000,3197500,18148000,10395000,16223000,38,38,11,5,14,14,6,11,7,9,8,12,4,6,8,10,13,2,15,7,11,6,10,6,8,12,15,5,4,6,10,5,9,9,10,"Carboxymethyl; Deamidation (NQ); Acetylation (Protein N-term); Oxidation (M)",108170,"Catenin delta-1 OS=Homo sapiens OX=9606 GN=CTNND1 PE=1 SV=1",CTNND1
"630",956,633,"P06865|HEXA_HUMAN",247.94,48,3,19,2,6,11,5,5,5,4,3,3,3,6,0,8,13,16,15,2,12,9,7,18,24,14,12,24,20,19,25,18,18,6,936830,8921700,797430,2695400,12083000,1719400,19835000,510440,146530,622520,18481000,799570,2957600,NA,8338000,6893600,26218000,9166900,NA,10444000,5492900,6987000,51926000,62260000,12440000,10570000,27415000,46942000,34063000,24642000,26006000,3381500,9212500,24,23,2,5,1,2,8,3,2,2,3,3,1,2,3,0,6,7,15,8,3,8,7,5,8,16,8,8,16,13,13,15,14,10,6,"Carboxymethyl; Deamidation (NQ); Oxidation (M)",60703,"Beta-hexosaminidase subunit alpha OS=Homo sapiens OX=9606 GN=HEXA PE=1 SV=2;",HEXA
"631",1052,732,"Q9Y2X3|NOP58_HUMAN",247.88,42,10,9,14,10,12,12,12,9,12,6,10,6,12,10,18,5,28,21,12,4,9,7,13,3,15,9,17,10,14,12,9,9,9,8451000,5106600,12344000,7676900,10903000,9623600,13218000,3525000,7868600,2153600,8698000,3184700,5202600,5763200,13032000,2772000,21249000,12913000,7668100,5655300,4675800,1377500,26702000,746170,30417000,13679000,7440700,9373500,4320600,5299500,11009000,1700000,8647800,16,16,8,3,7,7,7,5,8,5,7,3,8,3,6,5,6,4,13,12,5,2,5,2,6,1,7,6,7,4,6,4,4,5,3,"Carboxymethyl; Deamidation (NQ); Oxidation (M)",59578,"Nucleolar protein 58 OS=Homo sapiens OX=9606 GN=NOP58 PE=1 SV=1;",NOP58
"632",511,1819,"P62263|RS14_HUMAN",247.83,81,68,40,62,66,58,62,72,34,35,35,26,64,64,34,57,24,53,63,60,57,64,25,60,23,31,24,62,60,52,52,57,30,24,68813000,58619000,98492000,85833000,92526000,94057000,84830000,65424000,71240000,59489000,88320000,51321000,65044000,63976000,53623000,1651200,131380000,26830000,73814000,25333000,141660000,19757000,169180000,31375000,193820000,19250000,101490000,101440000,52829000,48213000,51441000,13880000,19096000,19,19,18,17,21,19,20,20,17,14,16,12,14,14,14,14,11,3,17,7,11,9,17,8,19,7,17,6,14,11,6,12,8,6,6,"Carboxymethyl; Deamidation (NQ); Oxidation (M)",16273,"40S ribosomal protein S14 OS=Homo sapiens OX=9606 GN=RPS14 PE=1 SV=3;",RPS14
"633",683,374,"O95394|AGM1_HUMAN",247.29,65,32,14,21,13,27,22,17,15,27,10,16,13,24,20,29,18,27,25,12,29,21,11,26,29,19,15,6,23,22,18,39,16,22,39033000,9813600,51838000,14002000,43542000,25053000,14387000,13395000,17066000,13974000,15733000,108680000,20392000,10168000,36562000,11335000,94226000,13112000,18712000,30182000,33940000,6803800,46530000,30094000,71320000,16931000,21527000,18737000,42094000,15367000,38006000,13581000,21083000,26,26,13,5,10,6,15,8,6,5,10,6,8,4,9,6,14,8,18,10,9,18,13,11,15,13,14,10,5,10,13,10,19,8,14,"Carboxymethyl; Deamidation (NQ)",59852,"Phosphoacetylglucosamine mutase OS=Homo sapiens OX=9606 GN=PGM3 PE=1 SV=1;;",PGM3
"634",620,498,"Q02978|M2OM_HUMAN",247.2,68,13,9,14,16,5,14,13,13,9,9,9,17,27,13,36,26,39,33,19,51,14,28,33,37,11,43,31,40,45,42,60,46,32,6396100,5297600,7659900,7921300,4614100,8737400,7870500,6513900,4656000,4729100,9501800,4950800,8853800,6790200,48831000,8169600,93742000,57021000,32395000,86913000,38102000,36716000,68486000,74232000,68316000,45483000,34102000,103400000,94134000,26197000,98500000,26821000,53924000,19,19,4,3,4,5,2,4,4,4,3,3,3,4,7,4,14,10,13,13,11,20,5,18,12,18,8,17,21,18,21,13,25,17,16,"Deamidation (NQ); Acetylation (Protein N-term); Oxidation (M)",34062,"Mitochondrial 2-oxoglutarate/malate carrier protein OS=Homo sapiens OX=9606 GN=SLC25A11 PE=1 SV=3;",SLC25A11
"635",966,470,"Q07866|KLC1_HUMAN",247.12,50,18,2,12,5,13,6,7,10,5,8,12,0,13,9,18,13,22,18,13,18,12,5,25,13,10,13,14,20,17,18,14,18,15,4685400,NA,5199800,671110,4308600,2902700,4262900,4022100,934440,2708000,6227200,NA,2250900,1843900,28649000,3493500,62918000,11880000,11181000,45042000,22797000,3386800,47579000,15137000,31244000,27482000,19232000,33837000,86130000,20252000,28967000,17281000,9574000,26,25,6,1,5,2,5,2,2,5,2,4,5,0,5,4,13,7,22,11,7,20,7,3,14,9,6,7,7,8,9,12,8,17,9,"Carboxymethyl; Deamidation (NQ); Oxidation (M)",65310,"Kinesin light chain 1 OS=Homo sapiens OX=9606 GN=KLC1 PE=1 SV=2;",KLC1
"636",458,918,"Q15366|PCBP2_HUMAN",247.1,63,25,21,28,25,35,28,32,29,33,35,25,40,28,39,33,38,45,35,31,30,26,9,38,26,29,45,39,34,18,31,43,38,38,37664000,12195000,56278000,20508000,46876000,29258000,21641000,21464000,17153000,26920000,16507000,13263000,12628000,22291000,38906000,34846000,163710000,70858000,33806000,123040000,81644000,27954000,185130000,54059000,106080000,53357000,46634000,138030000,83309000,40352000,119820000,60927000,61124000,17,12,16,10,16,14,17,13,15,12,16,21,13,19,14,16,29,16,26,17,18,14,20,9,21,14,13,19,19,14,6,15,15,14,15,"Carboxymethyl; Deamidation (NQ); Acetylation (Protein N-term); Oxidation (M)",38580,"Poly(rC)-binding protein 2 OS=Homo sapiens OX=9606 GN=PCBP2 PE=1 SV=1",PCBP2
"637",776,311,"Q92598|HS105_HUMAN",246.83,47,14,6,18,10,14,13,10,10,18,16,14,10,11,11,11,4,18,10,10,17,9,7,12,6,19,11,9,6,10,17,10,7,9,14336000,2495800,27413000,13624000,12989000,11611000,20579000,13568000,24025000,7252900,21206000,8314300,13179000,10413000,30327000,5838500,54857000,17640000,20184000,25909000,24041000,3877000,38397000,9104200,35666000,11023000,21550000,2497500,18252000,15996000,17536000,14439000,17127000,33,30,10,5,11,6,9,8,11,11,15,9,11,7,8,7,12,4,15,5,11,11,9,5,9,4,17,7,10,3,10,13,7,5,8,"Carboxymethyl; Deamidation (NQ); Acetylation (Protein N-term); Oxidation (M)",96865,"Heat shock protein 105 kDa OS=Homo sapiens OX=9606 GN=HSPH1 PE=1 SV=1",HSPH1
"638",970,597,"P04040|CATA_HUMAN",246.69,52,16,10,15,18,14,19,11,10,13,13,19,14,20,10,15,3,15,15,23,10,12,10,13,18,15,14,14,27,25,13,14,10,10,5079800,4300600,10591000,10574000,5722100,8521800,3090700,2030400,3412100,4227500,7473500,4713900,6381100,2773800,22632000,366650,19213000,4840600,16700000,47762000,9992500,1192500,27675000,40600000,21144000,4126300,14386000,47490000,29356000,13683000,35467000,5293600,5293300,20,20,6,4,6,8,5,7,4,4,5,8,8,6,8,3,8,2,6,6,12,6,6,4,9,11,8,5,5,10,11,6,6,4,3,"Carboxymethyl; Deamidation (NQ); Acetylation (Protein N-term); Oxidation (M)",59756,"Catalase OS=Homo sapiens OX=9606 GN=CAT PE=1 SV=3",CAT
"639",708,347,"P53992|SC24C_HUMAN",246.51,28,14,6,14,13,14,13,12,11,14,8,12,7,15,9,7,4,9,6,11,5,11,4,8,8,10,9,5,4,12,9,9,11,10,18850000,2154400,32280000,14593000,19682000,30884000,15619000,12184000,14026000,6363200,6602800,6170700,13756000,8414100,28751000,2835200,56174000,11053000,32294000,28546000,40143000,4384300,27519000,33401000,29788000,15173000,9032600,22118000,21438000,21689000,28625000,19238000,23838000,24,22,14,3,14,9,13,12,13,9,15,6,9,5,12,6,11,4,10,5,15,9,11,5,8,10,12,11,5,4,15,11,11,16,10,"Carboxymethyl; Deamidation (NQ); Oxidation (M)",118325,"Protein transport protein Sec24C OS=Homo sapiens OX=9606 GN=SEC24C PE=1 SV=3;",SEC24C
"640",1128,483,"Q9BQG0|MBB1A_HUMAN",246.51,42,7,2,2,8,2,6,2,2,3,3,10,2,4,4,9,5,9,6,4,5,5,2,8,5,3,10,5,8,8,3,1,7,9,5806200,3748000,9428700,10439000,4220200,5243000,11490000,9207000,8034000,4200000,13664000,2555400,4928300,5593200,30089000,2109300,28625000,17628000,36972000,39174000,54793000,2077900,18217000,38249000,45380000,25250000,3093400,45579000,54170000,5973600,8855500,29208000,32890000,35,35,5,3,5,8,4,4,4,5,5,5,8,3,5,5,12,6,10,8,8,7,8,2,12,9,4,13,9,11,11,3,3,10,11,"Carboxymethyl; Deamidation (NQ); Acetylation (Protein N-term); Oxidation (M)",148854,"Myb-binding protein 1A OS=Homo sapiens OX=9606 GN=MYBBP1A PE=1 SV=2",MYBBP1A
"641",412,890,"P26373|RL13_HUMAN",246.35,66,45,42,45,42,52,41,36,42,36,36,36,32,45,31,31,32,50,36,46,31,49,33,41,41,50,37,41,36,37,46,39,38,41,91844000,61713000,112650000,89302000,126710000,117290000,111300000,81906000,80264000,77996000,102520000,54386000,83211000,65335000,350400000,43974000,445500000,103550000,432870000,221020000,470550000,68809000,431220000,227420000,609830000,199960000,311470000,304600000,335950000,154800000,215210000,150890000,166780000,17,17,21,16,22,20,23,19,16,18,15,14,16,16,21,14,16,14,18,15,22,14,21,13,20,19,24,15,19,15,15,18,23,19,14,"Deamidation (NQ); Acetylation (Protein N-term); Oxidation (M)",24261,"60S ribosomal protein L13 OS=Homo sapiens OX=9606 GN=RPL13 PE=1 SV=4;",RPL13
"642",456,1007,"P59998|ARPC4_HUMAN",246.31,80,48,33,60,43,44,32,43,32,43,45,55,55,43,43,47,49,61,55,58,51,47,36,47,61,47,61,42,72,56,55,55,47,74,45229000,36369000,80872000,50539000,51824000,60695000,58697000,47751000,45166000,49734000,56587000,40147000,50364000,49947000,103010000,41983000,257430000,116190000,119150000,229480000,135900000,49301000,254420000,239350000,191610000,100970000,166660000,307170000,179360000,138580000,256270000,92647000,133150000,14,14,13,10,18,12,14,11,14,10,11,13,16,15,13,12,14,11,18,12,18,15,16,12,15,20,14,16,12,16,19,15,18,16,23,"Carboxymethyl; Deamidation (NQ); Acetylation (Protein N-term); Oxidation (M)",19667,"Actin-related protein 2/3 complex subunit 4 OS=Homo sapiens OX=9606 GN=ARPC4 PE=1 SV=3",ARPC4
"643",1210,336,"Q93008|USP9X_HUMAN",245.91,20,2,2,2,0,1,2,1,1,2,2,2,2,0,0,3,2,5,3,1,6,2,0,3,7,2,2,3,8,3,3,5,3,5,7094800,4141000,10072000,1888400,6346600,13613000,2114400,4045700,3533800,3226800,7576500,18277000,1790500,1943800,11173000,2376800,23236000,15264000,5861200,44471000,18694000,965520,20762000,37378000,5585400,9480800,6032400,43279000,24024000,5509700,17013000,17570000,13407000,37,37,5,4,3,1,2,5,2,2,3,2,5,4,1,1,7,5,10,8,3,18,5,1,10,17,5,5,5,21,8,8,9,8,10,"Carboxymethyl; Deamidation (NQ)",290461,"Probable ubiquitin carboxyl-terminal hydrolase FAF-X OS=Homo sapiens OX=9606 GN=USP9X PE=1 SV=4;;",USP9X
"644",618,382,"Q0ZGT2|NEXN_HUMAN",245.81,52,19,16,19,20,16,24,19,24,17,22,11,15,21,24,11,11,12,11,11,16,15,20,10,27,14,18,14,24,29,14,19,2,15,19608000,24057000,23132000,47073000,16527000,54317000,31764000,47569000,17351000,36751000,10170000,19492000,21392000,45192000,11448000,4054800,14917000,7696700,10265000,33887000,63817000,9291000,20179000,50427000,40186000,20377000,11908000,72960000,70187000,13289000,29059000,1363700,16224000,43,43,11,17,15,20,10,19,14,21,11,20,8,15,14,20,8,7,8,8,6,13,15,14,9,26,13,13,9,21,25,10,17,1,11,"Carboxymethyl; Deamidation (NQ); Oxidation (M)",80658,"Nexilin OS=Homo sapiens OX=9606 GN=NEXN PE=1 SV=1;",NEXN
"645",560,981,"Q969X5|ERGI1_HUMAN",245.76,46,29,23,26,26,29,23,26,29,22,30,26,26,26,26,22,26,22,29,26,25,25,26,32,26,26,22,22,25,29,29,41,29,38,25450000,20114000,36530000,41506000,19666000,33791000,31754000,45008000,28227000,29520000,36396000,25270000,32018000,35833000,62921000,26164000,90893000,57667000,56669000,102670000,96535000,67108000,96298000,90888000,46263000,51792000,48937000,94106000,85227000,55741000,126620000,32039000,90801000,13,13,10,9,9,11,8,12,10,13,8,11,11,11,9,12,7,12,11,16,12,13,15,17,16,13,12,8,10,10,13,13,18,9,16,"Deamidation (NQ)",32592,"Endoplasmic reticulum-Golgi intermediate compartment protein 1 OS=Homo sapiens OX=9606 GN=ERGIC1 PE=1 SV=1;;;",ERGIC1
"646",920,455,"P98082|DAB2_HUMAN",245.6,48,21,6,14,9,10,12,8,3,14,4,9,4,11,3,15,3,18,7,9,0,14,0,22,17,17,7,19,19,7,22,12,8,10,23767000,2294200,30267000,16602000,25449000,15041000,24900000,786980,17525000,3219600,31101000,1420900,3974300,1405300,33171000,2463600,71932000,16875000,12599000,NA,28703000,NA,117930000,59537000,44158000,5593700,72379000,34896000,18135000,51527000,30558000,10770000,17692000,29,29,9,3,11,6,5,4,4,2,10,2,8,2,6,1,12,2,12,7,5,0,10,0,18,12,18,5,17,17,6,13,7,5,7,"Carboxymethyl; Deamidation (NQ); Acetylation (Protein N-term); Oxidation (M)",82448,"Disabled homolog 2 OS=Homo sapiens OX=9606 GN=DAB2 PE=1 SV=3",DAB2
"647",684,990,"Q13011|ECH1_HUMAN",245.2,50,29,34,19,38,28,24,22,20,21,22,29,29,20,24,24,23,37,23,28,39,20,14,35,30,32,29,35,32,15,25,35,28,27,13551000,10068000,16376000,29145000,6687000,18649000,19044000,12559000,9754200,4598500,21543000,17706000,10404000,14902000,20653000,5557500,41255000,13501000,22357000,29924000,25423000,12794000,73545000,60811000,58191000,22366000,43959000,43668000,6756300,25128000,56406000,6783100,28424000,14,14,8,9,5,13,8,7,9,8,7,6,8,10,7,8,6,6,11,7,8,12,8,7,17,12,7,8,11,11,4,7,18,7,13,"Carboxymethyl; Deamidation (NQ); Oxidation (M)",35816,"Delta(3 5)-Delta(2 4)-dienoyl-CoA isomerase  mitochondrial OS=Homo sapiens OX=9606 GN=ECH1 PE=1 SV=2;",ECH1
